"City","State","lat","lng"
"Elwood","NJ",39.573741,-74.719989
"Ely","IA",41.910425,-91.575268
"Ely","MN",47.918943,-92.020778
"Ely","NV",39.3233955,-114.83247
"Elyria","NE",41.567344,-98.981592
"Elyria","OH",41.386445,-82.09109
"Elysburg","PA",40.859435,-76.550811
"Elysian","MN",44.199317,-93.68198
"Elysian Fields","TX",32.386275,-94.210541
"Embarrass","MN",47.662641,-92.228145
"Embarrass","WI",44.668605,-88.704318
"Emblem","WY",44.583633,-107.883519
"Embudo","NM",36.215288,-105.890075
"Emden","IL",40.195101,-89.483718
"Emden","MO",39.779288,-92.069741
"Emeigh","PA",40.693633,-78.775076
"Emelle","AL",32.621168,-88.285932
"Emerado","ND",47.889676,-97.280993
"Emerald","WI",45.11453,-92.276235
"Emerald Isle","NC",34.695016,-76.862415
"Emerson","AR",33.112106,-93.203998
"Emerson","GA",34.118352,-84.762315
"Emerson","IA",41.016355,-95.422695
"Emerson","KY",38.521926,-83.335329
"Emerson","NE",42.361551,-96.639317
"Emerson","NJ",40.973199,-74.021118
"Emery","SD",43.586451,-97.65539
"Emery","UT",38.9226,-111.251238
"Emeryville","CA",37.7570285,-122.108489
"Emigrant","MT",45.270789,-110.792071
"Emigrant Gap","CA",39.254601,-120.721541
"Emigsville","PA",40.021496,-76.726638
"Emily","MN",46.697119,-94.117266
"Eminence","IN",39.506641,-86.641773
"Eminence","KY",38.416293,-85.171224
"Eminence","MO",37.144556,-91.357626
"Emington","IL",40.969209,-88.358928
"Emlenton","PA",41.273318,-79.812491
"Emlyn","KY",36.703868,-84.141486
"Emma","IL",37.97622,-88.120182
"Emma","MO",38.974573,-93.503803
"Emmalena","KY",37.349857,-83.047116
"Emmaus","PA",40.635819,-75.479481
"Emmet","AR",33.761471,-93.42928
"Emmet","NE",42.492295,-98.778556
"Emmetsburg","IA",43.118345,-94.690755
"Emmett","ID",43.908876,-116.492657
"Emmett","KS",39.347682,-96.10416
"Emmett","MI",43.03545,-82.800896
"Emmitsburg","MD",39.675397,-77.336732
"Emmonak","AK",62.117231,-163.237636
"Emmons","MN",43.652544,-93.403429
"Emory","TX",32.834006,-95.724069
"Emory","VA",36.779961,-81.817064
"Empire","AL",33.827269,-87.027469
"Empire","CA",37.637531,-120.906593
"Empire","CO",39.76193,-105.665451
"Empire","LA",29.404065,-89.59563
"Empire","MI",44.837888,-85.976477
"Empire","NV",40.613152,-119.348515
"Empire","OH",40.509225,-80.624051
"Emporia","KS",38.434153,-96.152766
"Emporia","VA",36.694745,-77.535517
"Emporium","PA",41.51031,-78.23157
"Encampment","WY",41.224462,-106.790506
"Encinal","TX",28.040526,-99.356329
"Encinitas","CA",33.035541,-117.0481495
"Encino","CA",33.786594,-118.298662
"Encino","NM",34.650925,-105.880597
"Encino","TX",27.023059,-98.261049
"Endeavor","PA",41.475887,-79.239101
"Endeavor","WI",43.6866,-89.483441
"Enderlin","ND",46.456337,-97.777909
"Enders","NE",40.52473,-101.69724
"Endicott","NE",40.049596,-97.081254
"Endicott","NY",42.188026,-75.8482746666667
"Endicott","WA",46.911972,-117.702655
"Endwell","NY",42.206745,-75.74488
"Energy","IL",37.77783,-89.063381
"Energy","TX",31.972712,-98.540485
"Enfield","CT",41.888211,-72.6382815
"Enfield","IL",38.100523,-88.29927
"Enfield","NC",36.279884,-77.723443
"Enfield","NH",43.630906,-72.116603
"Enfield Center","NH",43.579573,-72.08541
"Engadine","MI",46.169384,-85.587976
"Engelhard","NC",35.325223,-76.028472
"England","AR",34.759526,-91.846164
"Englewood","CO",39.693145,-104.619163571429
"Englewood","FL",27.098266,-82.414667
"Englewood","KS",37.237186,-99.82422
"Englewood","NJ",40.889498,-73.971782
"Englewood","OH",39.877005,-84.331945
"Englewood","TN",35.374591,-84.488998
"Englewood Cliffs","NJ",40.883949,-73.952423
"English","IN",38.288549,-86.501185
"English","WV",37.375246,-81.653889
"Englishtown","NJ",40.2697,-74.265539
"Enid","MS",34.125054,-90.013183
"Enid","OK",36.3875924,-97.8269378
"Enigma","GA",31.417797,-83.355349
"Enka","NC",35.498797,-82.708024
"Enloe","TX",33.356865,-95.584162
"Ennice","NC",36.520689,-80.983323
"Enning","SD",44.589806,-102.787188
"Ennis","MT",45.289586,-111.665136
"Ennis","TX",32.3342435,-96.634168
"Enochs","TX",33.868293,-102.764582
"Enola","AR",35.230211,-92.202242
"Enola","PA",40.235675,-76.987249
"Enon","OH",39.857967,-83.933431
"Enon Valley","PA",40.905222,-80.468225
"Enoree","SC",34.749045,-81.882943
"Enosburg Falls","VT",44.902044,-72.782425
"Ensenada","PR",17.969594,-66.939754
"Ensign","KS",37.624913,-100.27543
"Enterprise","AL",31.3068315,-85.923298
"Enterprise","KS",38.889721,-97.09319
"Enterprise","LA",31.920835,-91.922802
"Enterprise","MS",32.14342,-88.819543
"Enterprise","OR",45.648199,-117.169858
"Enterprise","UT",37.579739,-113.689359
"Enterprise","WV",39.285204,-80.385344
"Entiat","WA",47.774872,-120.356279
"Entriken","PA",40.402523,-77.966977
"Enumclaw","WA",47.234107,-121.903936
"Enville","TN",35.428488,-88.429204
"Eola","IL",41.777235,-88.246193
"Eola","TX",31.361745,-100.092229
"Eolia","KY",37.043638,-82.809267
"Eolia","MO",39.280278,-90.980854
"Epes","AL",32.672049,-88.120605
"Ephraim","UT",39.373122,-111.62523
"Ephraim","WI",45.159184,-87.171024
"Ephrata","PA",40.169662,-76.356933
"Ephrata","WA",47.177565,-119.401958
"Epping","ND",48.276356,-103.376284
"Epping","NH",43.047595,-71.084411
"Epps","LA",32.718098,-91.499713
"Epsom","NH",43.340736,-71.669712
"Epworth","GA",34.92873,-84.436752
"Epworth","IA",42.458113,-90.933197
"Equality","AL",32.77522,-86.1216
"Equality","IL",37.706289,-88.330839
"Equinunk","PA",41.797309,-75.206086
"Era","TX",33.490924,-97.313913
"Erath","LA",29.947394,-92.045277
"Erbacon","WV",38.522709,-80.607651
"Erhard","MN",46.483858,-96.097914
"Erick","OK",35.203883,-99.870825
"Ericson","NE",41.779992,-98.679988
"Erie","CO",40.062204,-104.923481
"Erie","IL",41.667507,-90.098292
"Erie","KS",37.580055,-95.29892
"Erie","MI",41.790287,-83.504033
"Erie","ND",47.115505,-97.377138
"Erie","PA",42.1492591333333,-80.0729216333333
"Erieville","NY",42.841725,-75.744589
"Eriline","KY",37.147687,-83.737014
"Erin","NY",42.181224,-76.671949
"Erin","TN",36.288768,-87.749245
"Erlanger","KY",39.019684,-84.591389
"Ermine","KY",37.140336,-82.814691
"Ernest","PA",40.677971,-79.165708
"Ernul","NC",35.226396,-77.020149
"Eros","LA",32.353757,-92.459917
"Errol","NH",44.695648,-71.387387
"Erskine","MN",47.665688,-95.99807
"Erving","MA",42.627072,-72.553654
"Erwin","NC",35.330059,-78.705859
"Erwin","SD",44.470856,-97.370412
"Erwin","TN",36.06833,-82.399677
"Erwinna","PA",40.488543,-75.09576
"Erwinville","LA",30.551335,-91.394396
"Esbon","KS",39.820964,-98.433369
"Escalante","UT",37.767764,-111.595666
"Escalon","CA",37.817826,-121.033598
"Escanaba","MI",45.851343,-87.057049
"Escatawpa","MS",30.441072,-88.634482
"Escondido","CA",33.0305298571429,-116.92459
"Eskdale","WV",38.178047,-81.615909
"Esko","MN",46.712582,-92.364896
"Eskridge","KS",38.858895,-96.145799
"Esmond","IL",42.042932,-88.919791
"Esmond","ND",48.059736,-99.538336
"Esmont","VA",37.82019,-78.609661
"Esom Hill","GA",33.99994,-85.172297
"Esopus","NY",41.816228,-73.992565
"Espanola","NM",36.2053995,-106.1584305
"Esparto","CA",38.779509,-122.100884
"Esperance","NY",42.801547,-74.342884
"Essex","CA",34.588133,-115.577138
"Essex","CT",41.448179,-72.50426
"Essex","IA",40.77046,-95.261263
"Essex","IL",41.155397,-88.157189
"Essex","MA",42.62781,-70.780576
"Essex","MD",39.296007,-76.559787
"Essex","MO",36.809172,-89.815472
"Essex","MT",48.324238,-113.893384
"Essex","NY",44.273412,-73.377434
"Essex","VT",44.50835,-73.050271
"Essex Fells","NJ",40.826158,-74.276591
"Essex Junction","VT",44.4638375,-73.053898
"Essexville","MI",43.601522,-83.778971
"Essie","KY",37.054676,-83.456094
"Essig","MN",44.325833,-94.605226
"Essington","PA",39.867562,-75.28586
"Estacada","OR",45.226738,-122.247547
"Estancia","NM",34.752146,-106.16066
"Estcourt Sttion","ME",46.516166,-68.886826
"Estell Manor","NJ",39.376144,-74.805412
"Estelline","SD",44.673762,-97.188324
"Estelline","TX",34.530559,-100.681047
"Ester","AK",64.870974,-148.09493
"Estero","FL",26.472274,-81.705902
"Estes Park","CO",40.49943,-105.446608
"Estherville","IA",43.377886,-94.737792
"Estherwood","LA",30.184157,-92.447152
"Estill","SC",32.80661,-81.183087
"Estill Springs","TN",35.270666,-86.056548
"Estillfork","AL",34.925315,-86.190432
"Ethan","SD",43.59997,-98.074101
"Ethel","AR",34.298173,-91.1484
"Ethel","LA",30.828705,-91.124098
"Ethel","MO",39.934265,-92.768069
"Ethel","MS",33.08167,-89.541348
"Ethel","WA",46.530022,-122.724004
"Ethel","WV",37.833204,-81.902401
"Ethelsville","AL",33.413277,-88.209276
"Ether","NC",35.451411,-79.783404
"Ethridge","MT",48.609072,-111.731852
"Ethridge","TN",35.339549,-87.307286
"Etlan","VA",38.428509,-78.267848
"Etna","CA",41.44631,-123.010024
"Etna","ME",45.519867,-68.647416
"Etna","NH",43.697999,-72.215182
"Etna","NY",42.484352,-76.389023
"Etna","OH",39.957167,-82.683686
"Etna","WY",43.044268,-111.008517
"Etna Green","IN",41.296306,-85.99843
"Etoile","KY",36.819311,-85.91168
"Etoile","TX",31.534162,-94.639022
"Eton","GA",34.78783,-84.777863
"Etowah","AR",35.733677,-90.183815
"Etowah","NC",35.31252,-82.587192
"Etowah","TN",35.347928,-84.534548
"Etta","MS",34.432943,-89.05727
"Etters","PA",40.150726,-76.798353
"Etterville","MO",38.223649,-92.438629
"Ettrick","WI",44.184171,-91.257707
"Eubank","KY",37.128053,-84.59699
"Eucha","OK",36.415938,-94.787091
"Euclid","MN",47.836367,-96.3504
"Euclid","OH",41.5918103333333,-81.5209473333333
"Eudora","AR",33.148807,-91.310103
"Eudora","KS",38.879142,-95.125903
"Eudora","MO",37.476695,-93.539707
"Eufaula","AL",31.8704,-85.2779985
"Eufaula","OK",35.318019,-95.588523
"Eugene","MO",38.393423,-92.363038
"Eugene","OR",44.0320714285714,-123.100381714286
"Euless","TX",32.840342,-97.0919335
"Eunice","LA",30.507236,-92.210855
"Eunice","MO",37.247968,-91.783379
"Eunice","NM",32.440629,-103.18336
"Eupora","MS",33.549384,-89.290417
"Eure","NC",36.416392,-76.797951
"Eureka","CA",40.7225583333333,-123.969493
"Eureka","IL",40.705084,-89.376702
"Eureka","KS",37.755154,-96.170019
"Eureka","MI",42.944209,-84.600723
"Eureka","MO",38.512803,-90.630576
"Eureka","MT",48.729135,-115.345992
"Eureka","NV",39.547797,-115.993806
"Eureka","SD",45.77074,-99.330778
"Eureka","UT",39.941737,-112.174424
"Eureka","WI",44.003153,-88.839692
"Eureka Springs","AR",36.4171755,-93.761191
"Eustace","TX",32.289838,-95.791559
"Eustis","FL",28.8252843333333,-81.6271196666667
"Eustis","ME",45.063384,-70.381639
"Eustis","NE",40.564186,-100.00978
"Eutaw","AL",32.836298,-87.893016
"Eutawville","SC",33.416449,-80.402308
"Eva","AL",34.367528,-86.73641
"Eva","TN",36.114158,-87.98197
"Evadale","TX",30.69986,-94.163
"Evangeline","LA",30.203238,-92.471305
"Evans","CO",40.263453,-104.791285
"Evans","GA",33.551132,-82.143617
"Evans","LA",30.96842,-93.520348
"Evans","WA",48.740671,-117.972888
"Evans","WV",38.796245,-81.807118
"Evans City","PA",40.904798,-79.936488
"Evans Mills","NY",44.0981,-75.817097
"Evansdale","IA",42.482297,-92.276183
"Evansport","OH",41.422158,-84.396619
"Evanston","IL",42.0103155,-87.6932528333333
"Evanston","IN",38.045062,-86.864745
"Evanston","WY",41.2478505,-110.792198
"Evansville","AR",35.80515,-94.460202
"Evansville","IL",38.10828,-89.943684
"Evansville","IN",37.9974910277778,-87.5679050833333
"Evansville","MN",45.984659,-95.670545
"Evansville","WI",42.766359,-89.250152
"Evansville","WY",42.899153,-106.175375
"Evant","TX",31.438841,-98.053477
"Evart","MI",43.958084,-85.302063
"Evarts","KY",36.839806,-83.223251
"Eveleth","MN",47.386893,-92.452058
"Evening Shade","AR",36.061757,-91.607603
"Evensville","TN",35.531335,-84.945661
"Everest","KS",39.699141,-95.462469
"Everett","MA",42.407396,-71.051183
"Everett","PA",39.966962,-78.458753
"Everett","WA",47.9403367142857,-122.138269285714
"Everetts","NC",35.866711,-77.084958
"Everettville","WV",39.578512,-80.093007
"Everglades City","FL",25.856971,-81.377791
"Evergreen","AL",31.489241,-87.052004
"Evergreen","CO",39.575806,-105.2750965
"Evergreen","LA",30.91614,-92.067027
"Evergreen","NC",34.420379,-78.894652
"Evergreen","VA",37.377196,-78.80648
"Evergreen Park","IL",41.811929,-87.68732
"Everly","IA",43.176799,-95.308899
"Everson","PA",40.084517,-79.590529
"Everson","WA",48.904384,-122.321834
"Everton","AR",36.164402,-92.953069
"Everton","MO",37.34335,-93.702108
"Evington","VA",37.243659,-79.270958
"Evinston","FL",29.681312,-82.353862
"Ewa Beach","HI",21.34455,-158.01395
"Ewan","NJ",39.701526,-75.162903
"Ewell","MD",37.983912,-76.035623
"Ewen","MI",46.548352,-89.365311
"Ewing","IL",38.082002,-88.790486
"Ewing","KY",38.3481,-83.718626
"Ewing","MO",40.008146,-91.710266
"Ewing","NE",42.259207,-98.344313
"Ewing","VA",36.743491,-83.22336
"Excel","AL",31.429472,-87.339329
"Excello","MO",39.638988,-92.46581
"Excelsior","MN",44.912712,-93.623186
"Excelsior","PA",40.889632,-76.664574
"Excelsior Springs","MO",39.332601,-94.274632
"Exchange","WV",38.735774,-80.732359
"Exeland","WI",45.780382,-91.224718
"Exeter","CA",36.344716,-119.088371
"Exeter","ME",44.966032,-69.13308
"Exeter","MO",36.677628,-93.927466
"Exeter","NE",40.653635,-97.430884
"Exeter","NH",42.951274,-70.922262
"Exeter","RI",41.5469,-71.650262
"Exira","IA",41.589212,-94.870749
"Exline","IA",40.630992,-92.884722
"Exmore","VA",37.376126,-75.882344
"Experiment","GA",33.278205,-84.288803
"Export","PA",40.429723,-79.634789
"Exton","PA",40.049852,-75.637035
"Eyota","MN",44.009932,-92.264837
"Ezel","KY",37.914002,-83.233761
"Fabens","TX",31.519675,-106.20338
"Faber","VA",37.859373,-78.816071
"Fabius","NY",42.855631,-75.976158
"Fabyan","CT",42.019776,-71.941669
"Fackler","AL",34.75343,-85.98022
"Factoryville","PA",41.562365,-75.782573
"Fagus","MO",36.712451,-90.407013
"Fair Bluff","NC",34.278093,-78.987194
"Fair Grove","MO",37.370209,-93.175093
"Fair Haven","MI",42.702264,-82.668829
"Fair Haven","NJ",40.358459,-74.036433
"Fair Haven","NY",43.431311,-76.200448
"Fair Haven","VT",43.634258,-73.182585
"Fair Lawn","NJ",40.935348,-74.119236
"Fair Oaks","CA",38.655263,-121.260709
"Fair Oaks","IN",41.076883,-87.208786
"Fair Play","MO",37.631792,-93.559197
"Fair Play","SC",34.542683,-83.029707
"Fairacres","NM",32.29838,-106.881176
"Fairbank","IA",42.577399,-91.981702
"Fairbank","PA",39.950123,-79.858471
"Fairbanks","AK",64.8530208,-147.4904833
"Fairbanks","IN",39.190101,-87.547036
"Fairbanks","LA",32.490777,-92.159354
"Fairborn","OH",39.728549,-84.014834
"Fairburn","GA",33.591462,-84.608907
"Fairburn","SD",43.685927,-103.20817
"Fairbury","IL",40.76723,-88.627756
"Fairbury","NE",40.175641,-97.171023
"Fairchance","PA",39.954424,-79.808073
"Fairchild","WI",44.659822,-91.014753
"Fairchild Air Force Base","WA",47.633161,-117.654603
"Fairdale","KY",38.096526,-85.758416
"Fairdale","ND",48.380603,-98.054828
"Fairdale","WV",37.768902,-81.371602
"Fairdealing","MO",36.66101,-90.850785
"Fairfax","CA",38.0248795,-122.6743895
"Fairfax","IA",41.912837,-91.764387
"Fairfax","MN",44.595338,-94.726284
"Fairfax","MO",40.347147,-95.390747
"Fairfax","OK",36.593236,-96.778701
"Fairfax","SC",32.959892,-81.249224
"Fairfax","SD",43.248832,-99.016376
"Fairfax","VA",38.8348527777778,-77.2862264444444
"Fairfax","VT",44.733486,-72.953478
"Fairfax Sttion","VA",38.759329,-77.311588
"Fairfield","AL",33.475407,-86.925391
"Fairfield","CA",38.278428,-122.020276
"Fairfield","CT",41.1967706666667,-73.2626353333333
"Fairfield","FL",29.35089,-82.27648
"Fairfield","IA",41.023782,-91.9628685
"Fairfield","ID",43.368419,-114.686706
"Fairfield","IL",38.389091,-88.367146
"Fairfield","KY",37.933981,-85.386242
"Fairfield","ME",44.646261,-69.680158
"Fairfield","MT",47.61386,-112.207191
"Fairfield","NC",35.510544,-76.179248
"Fairfield","ND",46.921188,-103.509564
"Fairfield","NE",40.395335,-98.053432
"Fairfield","NJ",40.875948,-74.29681
"Fairfield","OH",39.4141565,-84.5377445
"Fairfield","PA",39.780789,-77.361859
"Fairfield","TX",31.767543,-96.138094
"Fairfield","VA",37.875396,-79.298708
"Fairfield","VT",44.816159,-72.969743
"Fairfield","WA",47.405253,-117.17253
"Fairfield Bay","AR",35.602704,-92.274195
"Fairforest","SC",34.888237,-81.96902
"Fairgrove","MI",43.534504,-83.573677
"Fairhaven","MA",41.631672,-70.870045
"Fairhope","AL",30.523507,-87.8355385
"Fairhope","PA",39.945164,-78.954581
"Fairland","IN",39.617344,-85.87593
"Fairland","OK",36.741636,-94.826053
"Fairlawn","OH",41.128705,-81.53999
"Fairlea","WV",37.774666,-80.461492
"Fairlee","VT",43.928681,-72.196635
"Fairless Hills","PA",40.177087,-74.829107
"Fairmont","MN",43.674049,-94.51078
"Fairmont","NC",34.623018,-79.148832
"Fairmont","NE",40.641428,-97.559927
"Fairmont","OK",36.379072,-97.782595
"Fairmont","WV",39.504229,-80.21991
"Fairmount","GA",34.462493,-84.743027
"Fairmount","IL",40.135318,-87.808538
"Fairmount","IN",40.515421,-85.661196
"Fairmount","ND",46.094599,-96.907594
"Fairmount City","PA",41.202325,-79.453751
"Fairplay","CO",39.149,-105.885893
"Fairplay","KY",37.045089,-85.29683
"Fairplay","MD",39.559419,-77.76039
"Fairpoint","OH",40.12245,-80.938031
"Fairport","MO",39.892645,-94.404415
"Fairport","NY",43.104287,-77.428964
"Fairton","NJ",39.379906,-75.221681
"Fairview","IL",40.645183,-90.158064
"Fairview","KS",39.821847,-95.727038
"Fairview","KY",36.898071,-87.496529
"Fairview","MI",44.689286,-84.011959
"Fairview","MO",36.878779,-94.190596
"Fairview","MT",47.853542,-104.061953
"Fairview","NC",35.529188,-82.404704
"Fairview","NJ",40.817537,-74.000883
"Fairview","OH",40.064971,-81.255793
"Fairview","OK",36.323942,-98.337597
"Fairview","OR",45.544407,-122.53636
"Fairview","PA",42.011544,-80.335032
"Fairview","SD",43.197041,-96.513506
"Fairview","TN",35.97805,-87.135938
"Fairview","UT",39.697844,-111.430513
"Fairview","WV",39.584289,-80.23895
"Fairview","WY",42.674643,-111.014786
"Fairview Heights","IL",38.59666,-90.006304
"Fairview Village","PA",40.211896,-75.35586
"Fairwater","WI",43.747481,-88.866516
"Faison","NC",35.105419,-78.102083
"Faith","NC",35.58167,-80.45806
"Faith","SD",45.024533,-102.026734
"Fajardo","PR",18.359381,-65.611361
"Falcon","KY",37.784255,-83.010863
"Falcon","MO",37.563472,-92.385957
"Falcon","MS",34.291611,-90.292717
"Falcon","NC",35.210565,-78.649602
"Falcon Heights","TX",26.562044,-99.133528
"Falconer","NY",42.126604,-79.182837
"Falfurrias","TX",27.223209,-98.145056
"Falkland","NC",35.693518,-77.511147
"Falkner","MS",34.850879,-88.933747
"Falkville","AL",34.361909,-86.899143
"Fall Branch","TN",36.307671,-82.558738
"Fall City","WA",47.483051,-121.987813
"Fall Creek","OR",43.9823,-122.76915
"Fall Creek","WI",44.762892,-91.306304
"Fall River","KS",37.607625,-96.029221
"Fall River","MA",41.7265758,-71.1389816
"Fall River","WI",43.417126,-89.070459
"Fall River Mills","CA",41.034309,-121.471061
"Fall Rock","KY",37.147687,-83.737014
"Fallbrook","CA",33.016928,-116.846046
"Fallentimber","PA",40.671195,-78.508823
"Falling Rock","WV",38.495072,-81.398422
"Falling Waters","WV",39.572966,-77.882155
"Fallon","MT",46.860997,-105.345182
"Fallon","NV",39.5143333333333,-118.494300666667
"Falls","PA",41.447109,-75.855544
"Falls Church","VA",38.8675434285714,-77.1882197142857
"Falls City","NE",40.073908,-95.602053
"Falls City","OR",44.870977,-123.473276
"Falls City","TX",28.967642,-98.015225
"Falls Creek","PA",41.149752,-78.820695
"Falls Mills","VA",37.13549,-81.563406
"Falls Of Rough","KY",37.552184,-86.483592
"Falls Village","CT",41.949717,-73.304403
"Fallsburg","NY",41.647052,-74.537252
"Fallston","MD",39.531206,-76.439035
"Fallston","NC",35.373884,-81.543706
"Falmouth","IN",39.729032,-85.333088
"Falmouth","KY",38.637848,-84.318142
"Falmouth","MA",41.7067555,-70.4009625
"Falmouth","ME",43.73928,-70.270696
"Falmouth","MI",44.242162,-85.043655
"False Pass","AK",55.430594,-162.55813
"Falun","KS",38.69098,-97.787364
"Fancher","NY",43.381027,-78.231338
"Fancy Farm","KY",36.780953,-88.78873
"Fancy Gap","VA",36.667972,-80.675229
"Fannettsburg","PA",40.073155,-77.832158
"Fannin","TX",28.677805,-97.260556
"Fanrock","WV",37.603344,-81.53998
"Fanshawe","OK",34.897962,-94.980334
"Fanwood","NJ",40.641902,-74.387044
"Far Hills","NJ",40.699572,-74.653603
"Far Rockaway","NY",40.62567275,-73.8294345
"Farber","MO",39.270895,-91.557429
"Fargo","GA",31.05682,-82.772422
"Fargo","ND",46.9082417857143,-97.1107282142857
"Fargo","OK",36.373497,-99.622067
"Faribault","MN",44.36287,-93.267456
"Farina","IL",38.832201,-88.776244
"Farley","IA",42.45328,-91.026374
"Farley","MO",39.283928,-94.830159
"Farlington","KS",37.624035,-94.798259
"Farmdale","OH",41.416766,-80.667111
"Farmer","OH",41.39066,-84.631322
"Farmer City","IL",40.18631,-88.69107
"Farmers","KY",38.140258,-83.533691
"Farmersburg","IA",42.984477,-91.354816
"Farmersburg","IN",39.222063,-87.425279
"Farmersville","CA",36.304981,-119.202664
"Farmersville","IL",39.440138,-89.617023
"Farmersville","OH",39.781301,-84.41397
"Farmersville","TX",33.218463,-96.379009
"Farmersville Sttion","NY",42.445698,-78.341227
"Farmerville","LA",32.777031,-92.39525
"Farmingdale","ME",44.256614,-69.797105
"Farmingdale","NJ",40.285211,-74.161571
"Farmingdale","NY",40.754757,-73.601772
"Farmington","AR",36.081641,-94.209785
"Farmington","CA",37.915075,-120.967398
"Farmington","CT",41.770107,-72.7557356666667
"Farmington","GA",33.755811,-83.420094
"Farmington","IA",40.639028,-91.7394
"Farmington","IL",40.471426,-90.170475
"Farmington","KY",36.600013,-88.51864
"Farmington","ME",44.650311,-70.129267
"Farmington","MI",42.543182,-83.3828906666667
"Farmington","MN",44.640515,-93.14196
"Farmington","MO",37.785545,-90.443298
"Farmington","NH",43.306172,-71.003435
"Farmington","NM",36.7921906666667,-108.090320333333
"Farmington","NY",42.958041,-77.308256
"Farmington","PA",39.79741,-79.596769
"Farmington","UT",40.969069,-111.907344
"Farmington","WA",47.066613,-117.361435
"Farmington","WV",39.506654,-80.252582
"Farmington Falls","ME",44.622563,-70.075178
"Farmingville","NY",40.922326,-72.637078
"Farmland","IN",40.187565,-85.14558
"Farmville","NC",35.663061,-77.456086
"Farmville","VA",37.291134,-78.408114
"Farnam","NE",40.740544,-100.173314
"Farner","TN",35.13081,-84.328172
"Farnham","NY",42.594627,-79.08404
"Farnham","VA",37.879797,-76.598782
"Farnhamville","IA",42.279298,-94.465144
"Farnsworth","TX",36.391123,-100.761225
"Farragut","IA",40.72146,-95.477606
"Farrar","MO",37.734776,-89.811616
"Farrell","MS",34.242356,-90.648864
"Farrell","PA",41.210606,-80.487821
"Farson","WY",42.083362,-109.418358
"Farwell","MI",43.951093,-84.866432
"Farwell","MN",45.728746,-95.623944
"Farwell","NE",41.206635,-98.679842
"Farwell","TX",34.524376,-102.784569
"Fate","TX",32.955476,-96.367821
"Faucett","MO",39.604946,-94.854124
"Faulkner","MD",38.421762,-76.948718
"Faulkton","SD",45.085504,-99.195418
"Faunsdale","AL",32.365963,-87.721033
"Fawn Grove","PA",39.784476,-76.518286
"Fawnskin","CA",34.258346,-116.951508
"Faxon","OK",34.630879,-98.457646
"Fay","OK",35.988409,-99.007165
"Fayette","AL",33.72005,-87.809908
"Fayette","IA",42.885443,-91.8084
"Fayette","MO",39.149242,-92.673441
"Fayette","MS",31.731988,-91.056503
"Fayette","NY",42.822662,-76.80197
"Fayette","OH",41.649036,-84.28596
"Fayette","UT",39.21521,-111.879009
"Fayette City","PA",40.066729,-79.844514
"Fayetteville","AR",36.04565325,-94.198616
"Fayetteville","GA",33.431124,-84.477202
"Fayetteville","NC",35.0474046666667,-78.9115052222222
"Fayetteville","NY",42.947789,-75.995518
"Fayetteville","OH",39.1748,-83.935821
"Fayetteville","PA",39.900035,-77.529619
"Fayetteville","TN",35.168227,-86.601925
"Fayetteville","TX",29.859063,-96.845436
"Fayetteville","WV",38.063982,-81.094259
"Fayville","MA",42.293442,-71.502762
"Faywood","NM",32.693536,-107.906536
"Fe Warren Afb","WY",41.139057,-104.862947
"Feasterville Trevose","PA",40.15468,-74.990378
"Feather Falls","CA",39.585648,-121.259009
"Federal Dam","MN",47.206552,-94.263384
"Federal Way","WA",47.4877925,-121.990226
"Federalsburg","MD",38.823318,-75.825197
"Fedhaven","FL",28.002553,-81.61864
"Fedora","SD",44.001852,-97.750838
"Fedscreek","KY",37.426582,-82.256227
"Feeding Hills","MA",42.189335,-72.79774
"Feesburg","OH",38.880632,-84.00874
"Felch","MI",46.022634,-87.793865
"Felda","FL",26.612772,-81.479912
"Felicity","OH",38.820683,-84.126923
"Fellows","CA",35.294405,-118.905173
"Fellsmere","FL",27.775251,-80.609403
"Felt","ID",43.872755,-111.153854
"Felt","OK",36.75051,-102.515316
"Felton","CA",37.102414,-122.068323
"Felton","DE",39.033438,-75.609891
"Felton","GA",33.88232,-85.234946
"Felton","MN",47.077246,-96.503987
"Felton","PA",39.844726,-76.576556
"Felts Mills","NY",44.01751,-75.755032
"Fence","WI",45.74447,-88.47565
"Fence Lake","NM",34.962954,-108.056457
"Fenelton","PA",40.864921,-79.735066
"Fenn","ID",45.889314,-115.557407
"Fennimore","WI",42.806387,-90.677324
"Fennville","MI",42.542809,-86.11849
"Fenton","IA",43.241336,-94.384458
"Fenton","IL",41.737836,-90.078132
"Fenton","LA",30.35502,-92.946269
"Fenton","MI",42.83333,-83.763433
"Fenton","MO",38.5841105,-90.447244
"Fentress","TX",29.76084,-97.751156
"Fenwick","MI",43.292973,-85.045217
"Fenwick","WV",38.318389,-80.834152
"Fenwick Island","DE",38.486485,-75.058874
"Ferdinand","ID",46.152621,-116.390762
"Ferdinand","IN",38.251171,-86.867492
"Fergus Falls","MN",46.3659065,-95.6852275
"Ferguson","IA",41.937357,-92.865043
"Ferguson","KY",37.114754,-84.69969
"Ferguson","NC",36.114413,-81.412744
"Fernandina Beach","FL",30.579669,-81.6906555
"Ferndale","CA",40.465229,-124.26879
"Ferndale","FL",28.811078,-81.653642
"Ferndale","MI",42.460586,-83.140675
"Ferndale","NY",41.734858,-74.734508
"Ferndale","PA",40.328645,-75.10278
"Ferndale","WA",48.861113,-122.608561
